139  0.780392 0.568627 0.113725 0.010000
140  0.361000 0.627000 0.616000 1.000000
141  1.000000 1.000000 1.000000 1.000000
142  0.191000 0.800000 0.300000 1.000000
143  0.550000 0.550000 0.550000 1.000000
144  1.000000 0.000000 1.000000 1.000000
145  1.000000 0.913726 0.913726 0.020000
146  0.369000 0.369000 0.400000 1.000000
147  0.191000 0.800000 0.000 1.000000
148  0.878000 0.792000 0.184000 1.000000
149  0.800000 0.190000 0.190000 1.000000
150  0.878000 0.792000 0.184000 1.000000
151  0.361000 0.627000 0.616000 1.000000
152  0.191000 0.800000 0.300000 1.000000
153  0.800000 0.190000 0.190000 1.000000
154  0.361000 0.627000 0.616000 1.000000
155  0.800000 0.190000 0.190000 1.000000
156  0.878000 0.792000 0.184000 1.000000
157  0.878000 0.792000 0.184000 1.000000
158  0.439000 0.596000 0.839000 1.000000
159  0.439000 0.596000 0.839000 1.000000
160  0.000 0.190000 0.190000 1.000000
161  0.800000 0.190000 0.190000 1.000000
162  0.800000 0.190000 0.190000 1.000000
163  0.800000 0.190000 0.190000 1.000000
164  0.800000 0.190000 0.190000 1.000000
165  0.800000 0.190000 0.190000 1.000000
166  0.800000 0.190000 0.190000 1.000000
167  0.800000 0.190000 0.190000 1.000000
168  0.191000 0.800000 0.300000 1.000000
169  0.369000 0.369000 0.400000 1.000000
170  0.369000 0.369000 0.400000 1.000000
